prediction,true_label,source,confidence,entropy,is_correct,used_hierarchy,used_ssp,used_dlts,experiment,row_index
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4842
Cs,Medical,Hier_NLI,0.34282020833362803,0.8634829776021627,False,False,False,False,flat,4843
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4844
Ece,Medical,Hier_NLI,0.7563348693119538,0.4079679129156274,False,False,False,False,flat,4845
Psychology,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4846
Psychology,Biochemistry,Hier_NLI,0.5913397213700575,0.5725683383404553,False,False,False,False,flat,4847
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4848
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4849
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4850
Biochemistry,Medical,Hier_NLI,0.5057352548093879,0.634154379462965,False,False,False,False,flat,4851
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4852
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4853
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4854
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4855
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4856
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4857
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4858
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4859
Cs,Medical,Hier_NLI,0.5510213460792044,1.462108737505183,False,False,False,False,flat,4860
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,flat,4861
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4862
Cs,Mae,Hier_NLI,0.857368041343574,0.1078865897339355,False,False,False,False,flat,4863
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4864
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4865
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4866
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4867
Civil,Cs,Hier_NLI,0.8464510876428883,1.47993243223431,False,False,False,False,flat,4868
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4869
Ece,Medical,Hier_NLI,0.7294058880735461,1.4726462891537628,False,False,False,False,flat,4870
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4871
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4872
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4873
Biochemistry,Medical,Hier_NLI,0.8308094264530128,1.4946111067421912,False,False,False,False,flat,4874
Psychology,Psychology,Human,1.0,1.5756831,True,True,True,True,flat,4875
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,flat,4876
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4877
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4878
Biochemistry,Biochemistry,Human,1.0,0.9989886,True,True,True,True,flat,4879
Cs,Psychology,Hier_NLI,0.4917888165525749,0.7672234504874885,False,False,False,False,flat,4880
Mae,Cs,Hier_NLI,0.5286655956049697,1.4493325574693994,False,False,False,False,flat,4881
Cs,Medical,KNN,1.0,-0.0,False,True,True,True,flat,4882
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4883
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4884
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4885
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4886
Ece,Cs,Hier_NLI,0.6682273091125368,0.6538388545897582,False,False,False,False,flat,4887
Biochemistry,Cs,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4888
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4889
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4890
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,flat,4891
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4892
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4893
Medical,Cs,Hier_NLI,0.6741755683783586,0.1368122169357414,False,False,False,False,flat,4894
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4895
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4896
Cs,Cs,Human,1.0,1.5675349,True,True,True,True,flat,4897
Mae,Medical,Hier_NLI,0.5890199028074046,0.4140860609204703,False,False,False,False,flat,4898
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4899
Mae,Cs,Hier_NLI,0.540394709062772,1.4234147429123385,False,False,False,False,flat,4900
Medical,Cs,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4901
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4902
Medical,Biochemistry,KNN,1.0,-0.0,False,True,True,True,flat,4903
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4904
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4905
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4906
Psychology,Medical,Hier_NLI,0.8917081869652173,0.11927057066955998,False,False,False,False,flat,4907
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4908
Psychology,Biochemistry,Hier_NLI,0.7926741756706347,0.864391789592165,False,False,False,False,flat,4909
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4910
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4911
Biochemistry,Biochemistry,Human,1.0,0.9983447,True,True,True,True,flat,4912
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4913
Civil,Psychology,Hier_NLI,0.5609881187328272,0.20584222445255068,False,False,False,False,flat,4914
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4915
Cs,Biochemistry,Hier_NLI,0.7363754863437411,0.5009552097986099,False,False,False,False,flat,4916
Medical,Cs,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4917
Mae,Biochemistry,Hier_NLI,0.4617370159514757,0.2233299909966413,False,False,False,False,flat,4918
Psychology,Medical,Hier_NLI,0.3601015957423979,1.3033400695582789,False,False,False,False,flat,4919
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4920
Medical,Biochemistry,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4921
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4922
Medical,Medical,Human,1.0,1.5282383,True,True,True,True,flat,4923
Medical,Medical,Human,1.0,1.5671607,True,True,True,True,flat,4924
Psychology,Psychology,Human,1.0,1.9932446,True,True,True,True,flat,4925
Mae,Psychology,Hier_NLI,0.5114586153316444,0.9274989935067881,False,False,False,False,flat,4926
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4927
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4928
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4929
Mae,Medical,Hier_NLI,0.5417836800740365,1.362949052005638,False,False,False,False,flat,4930
Psychology,Medical,KNN,1.0,-0.0,False,True,True,True,flat,4931
Medical,Medical,Human,1.0,1.5796323,True,True,True,True,flat,4932
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4933
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4934
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4935
Civil,Medical,Hier_NLI,0.3099222747364025,1.0636944793563197,False,False,False,False,flat,4936
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,flat,4937
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4938
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4939
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4940
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4941
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,flat,4942
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4943
Mae,Medical,Hier_NLI,0.7888752009815376,1.4594407837431396,False,False,False,False,flat,4944
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,flat,4945
Cs,Medical,Hier_NLI,0.5155160414335089,0.8138287166645691,False,False,False,False,flat,4946
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4947
Medical,Psychology,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4948
Psychology,Psychology,Human,1.0,1.5356004,True,True,True,True,flat,4949
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,flat,4950
Psychology,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4951
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4952
Medical,Psychology,Hier_NLI,0.6482508994680882,0.9941948144680243,False,False,False,False,flat,4953
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4954
Psychology,Medical,KNN,1.0,-0.0,False,True,True,True,flat,4955
Medical,Psychology,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4956
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4957
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4958
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4959
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4960
Medical,Psychology,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4961
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4962
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,flat,4963
Cs,Medical,Hier_NLI,0.3443779123625736,0.9068323478446791,False,False,False,False,flat,4964
Biochemistry,Biochemistry,Human,1.0,0.99834216,True,True,True,True,flat,4965
Mae,Medical,Hier_NLI,0.4049980972503504,0.7779646012252578,False,False,False,False,flat,4966
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4967
Mae,Medical,Hier_NLI,0.8338162351965361,1.2843431115922177,False,False,False,False,flat,4968
Medical,Biochemistry,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4969
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4970
Biochemistry,Medical,Hier_NLI,0.6652125167296805,1.0023351899385042,False,False,False,False,flat,4971
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4972
Mae,Medical,Hier_NLI,0.8701704301022914,1.2218371707976619,False,False,False,False,flat,4973
Psychology,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,flat,4974
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4975
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4976
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4977
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4978
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4979
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4980
Psychology,Psychology,Human,1.0,0.9984014,True,True,True,True,flat,4981
Biochemistry,Medical,Hier_NLI,0.8992500206347902,1.2009095112433785,False,False,False,False,flat,4982
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4983
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4984
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4985
Medical,Biochemistry,Hier_NLI,0.5231160691998566,0.36746322491741346,False,False,False,False,flat,4986
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4987
Cs,Medical,Hier_NLI,0.47928183844996475,1.010228945524701,False,False,False,False,flat,4988
Medical,Medical,Cache,1.0,0.0,True,True,True,True,flat,4989
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4990
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4991
Civil,Psychology,Hier_NLI,0.815013633095458,0.37950722685386773,False,False,False,False,flat,4992
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4993
Medical,Psychology,KNN,1.0,-0.0,False,True,True,True,flat,4994
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4995
Medical,Psychology,KNN,1.0,-0.0,False,True,True,True,flat,4996
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,4997
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,4998
Biochemistry,Medical,Hier_NLI,0.8991668562224726,0.9166486695412791,False,False,False,False,flat,4999
Ece,Biochemistry,Hier_NLI,0.6777847405394745,1.0484085582248206,False,False,False,False,flat,5000
Medical,Medical,Human,1.0,1.5591005,True,True,True,True,flat,5001
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5002
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5003
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5004
Psychology,Medical,Hier_NLI,0.7770844335069135,1.4961291002226216,False,False,False,False,flat,5005
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5006
Psychology,Medical,Hier_NLI,0.7690475152891647,0.1427587694096337,False,False,False,False,flat,5007
Medical,Mae,Hier_NLI,0.5132038249317282,0.22773935175920929,False,False,False,False,flat,5008
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5009
Ece,Medical,Hier_NLI,0.6445622281542523,0.2078373749197241,False,False,False,False,flat,5010
Biochemistry,Medical,Hier_NLI,0.7998341647585282,0.657705800773436,False,False,False,False,flat,5011
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5012
Psychology,Psychology,Human,1.0,1.5681674,True,True,True,True,flat,5013
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5014
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5015
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5016
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5017
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5018
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5019
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5020
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5021
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5022
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5023
Civil,Medical,Hier_NLI,0.7128683257566333,1.250223706080139,False,False,False,False,flat,5024
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5025
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5026
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5027
Biochemistry,Biochemistry,Human,1.0,1.584399,True,True,True,True,flat,5028
Biochemistry,Biochemistry,Cache,1.0,0.0,True,True,True,True,flat,5029
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5030
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5031
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5032
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5033
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5034
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5035
Ece,Medical,Hier_NLI,0.3126982883892229,1.28167886590199,False,False,False,False,flat,5036
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5037
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5038
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5039
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5040
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5041
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5042
Medical,Biochemistry,KNN,0.8,0.7219280948873623,False,True,True,True,flat,5043
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5044
Cs,Biochemistry,Hier_NLI,0.5020234013385201,1.1317714340096123,False,False,False,False,flat,5045
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5046
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5047
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5048
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5049
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5050
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5051
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5052
Psychology,Psychology,Human,1.0,1.5314413,True,True,True,True,flat,5053
Psychology,Psychology,Human,1.0,1.5668392,True,True,True,True,flat,5054
Biochemistry,Medical,Hier_NLI,0.3866854179567632,1.3556295385619268,False,False,False,False,flat,5055
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5056
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5057
Mae,Psychology,Hier_NLI,0.43978332724682345,0.5520039218372335,False,False,False,False,flat,5058
Ece,Cs,Hier_NLI,0.8432936864947955,0.22341650195321877,False,False,False,False,flat,5059
Medical,Psychology,KNN,0.8,0.7219280948873623,False,True,True,True,flat,5060
Medical,Medical,Human,1.0,1.5818621,True,True,True,True,flat,5061
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5062
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5063
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5064
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5065
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5066
Medical,Biochemistry,Hier_NLI,0.3221359733464609,0.18141423918579017,False,False,False,False,flat,5067
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5068
Civil,Medical,Hier_NLI,0.43188042717715425,1.2929858074671408,False,False,False,False,flat,5069
Ece,Medical,Hier_NLI,0.4857416113429389,1.1226108120951679,False,False,False,False,flat,5070
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5071
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5072
Medical,Biochemistry,KNN,0.8,0.7219280948873623,False,True,True,True,flat,5073
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5074
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5075
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5076
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5077
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5078
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5079
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5080
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5081
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5082
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5083
Mae,Cs,Hier_NLI,0.6701304431798369,1.0780614284155692,False,False,False,False,flat,5084
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5085
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5086
Biochemistry,Medical,Hier_NLI,0.6204610140515193,0.5755468739639363,False,False,False,False,flat,5087
Ece,Biochemistry,Hier_NLI,0.43096168971203164,0.6318672640655166,False,False,False,False,flat,5088
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5089
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5090
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5091
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5092
Mae,Mae,Human,1.0,1.581089,True,True,True,True,flat,5093
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5094
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5095
Ece,Psychology,Hier_NLI,0.3985446403338927,1.441358940459047,False,False,False,False,flat,5096
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5097
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5098
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5099
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5100
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5101
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5102
Medical,Medical,Human,1.0,1.5733452,True,True,True,True,flat,5103
Ece,Biochemistry,Hier_NLI,0.4420788207576713,0.18932664173710903,False,False,False,False,flat,5104
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5105
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5106
Medical,Medical,Human,1.0,0.99871457,True,True,True,True,flat,5107
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,flat,5108
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5109
Psychology,Medical,Hier_NLI,0.6015177760209933,1.1832244317129097,False,False,False,False,flat,5110
Mae,Medical,Hier_NLI,0.46270667142672206,0.5334866531917504,False,False,False,False,flat,5111
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5112
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5113
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5114
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,flat,5115
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5116
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5117
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5118
Medical,Psychology,KNN,1.0,-0.0,False,True,True,True,flat,5119
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5120
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5121
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5122
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5123
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5124
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5125
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5126
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5127
Psychology,Medical,KNN,1.0,-0.0,False,True,True,True,flat,5128
Biochemistry,Biochemistry,Human,1.0,1.5561107,True,True,True,True,flat,5129
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5130
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5131
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5132
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5133
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5134
Medical,Medical,Human,1.0,1.5797377,True,True,True,True,flat,5135
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5136
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5137
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5138
Medical,Medical,Human,1.0,1.9913249,True,True,True,True,flat,5139
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5140
Ece,Medical,Hier_NLI,0.8685615009646335,0.15467646577757851,False,False,False,False,flat,5141
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5142
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5143
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,flat,5144
Biochemistry,Psychology,Hier_NLI,0.5783191328573085,1.1395981550394385,False,False,False,False,flat,5145
Medical,Medical,Human,1.0,1.5826927,True,True,True,True,flat,5146
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5147
Cs,Medical,Hier_NLI,0.33527760992678224,0.5632766399497244,False,False,False,False,flat,5148
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5149
Psychology,Biochemistry,Hier_NLI,0.7375598435019801,1.1110065262399154,False,False,False,False,flat,5150
Psychology,Medical,Hier_NLI,0.4973071729253938,1.0907161363653681,False,False,False,False,flat,5151
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5152
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5153
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5154
Biochemistry,Biochemistry,Human,1.0,0.99992704,True,True,True,True,flat,5155
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5156
Medical,Psychology,KNN,1.0,-0.0,False,True,True,True,flat,5157
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5158
Medical,Biochemistry,KNN,1.0,-0.0,False,True,True,True,flat,5159
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5160
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5161
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5162
Psychology,Psychology,Human,1.0,1.5485444,True,True,True,True,flat,5163
Medical,Medical,Human,1.0,1.5614333,True,True,True,True,flat,5164
Ece,Biochemistry,Hier_NLI,0.6920933592349485,0.8487016256063611,False,False,False,False,flat,5165
Biochemistry,Biochemistry,Cache,1.0,0.0,True,True,True,True,flat,5166
Medical,Medical,Human,1.0,1.5672796,True,True,True,True,flat,5167
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5168
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5169
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5170
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5171
Civil,Biochemistry,Hier_NLI,0.4677566223139392,1.1883223808947683,False,False,False,False,flat,5172
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5173
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5174
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5175
Cs,Biochemistry,Hier_NLI,0.6424462450399919,0.9134536538397408,False,False,False,False,flat,5176
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5177
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5178
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5179
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,flat,5180
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5181
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5182
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5183
Medical,Psychology,KNN,1.0,-0.0,False,True,True,True,flat,5184
Mae,Biochemistry,Hier_NLI,0.7632915028844789,0.501291593987565,False,False,False,False,flat,5185
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,flat,5186
Biochemistry,Biochemistry,Cache,1.0,0.0,True,True,True,True,flat,5187
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5188
Civil,Biochemistry,Hier_NLI,0.8568052450647325,1.1277614214901868,False,False,False,False,flat,5189
Biochemistry,Biochemistry,Human,1.0,1.5705295,True,True,True,True,flat,5190
Medical,Medical,Human,1.0,1.534713,True,True,True,True,flat,5191
Medical,Medical,KNN,1.0,-0.0,True,True,True,True,flat,5192
Medical,Medical,Human,1.0,1.5843484,True,True,True,True,flat,5193
